epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,59561.2,0.99921,0.99729,1.31856,0.76782,0.66631,0.76397,0.50516,1.16033,1.00686,1.446,0.007855,0.007855,0.007855
67,60259.8,0.98633,0.97662,1.31144,0.76944,0.6561,0.75752,0.5006,1.16251,1.02907,1.45021,0.007822,0.007822,0.007822
68,60884.7,0.97882,0.96252,1.31233,0.70759,0.71355,0.76881,0.51252,1.14338,0.9954,1.44722,0.007789,0.007789,0.007789
69,61750.7,0.97687,0.94818,1.30632,0.75376,0.71074,0.77412,0.50877,1.13774,1.00376,1.42008,0.007756,0.007756,0.007756
70,62421.3,0.97671,0.96152,1.30943,0.73766,0.73362,0.77756,0.51523,1.12953,0.97618,1.42255,0.007723,0.007723,0.007723
71,63106.5,0.96261,0.93163,1.29278,0.71371,0.74078,0.77276,0.51672,1.12356,1.00143,1.42047,0.00769,0.00769,0.00769
72,63879.2,0.95958,0.93635,1.30259,0.74709,0.7438,0.78486,0.51673,1.13945,0.971,1.43874,0.007657,0.007657,0.007657
73,64547.7,0.95373,0.91908,1.28927,0.74649,0.72663,0.77875,0.51852,1.14495,0.9829,1.43663,0.007624,0.007624,0.007624
74,65214.7,0.95338,0.93637,1.28544,0.74415,0.73337,0.77878,0.51738,1.14113,0.98904,1.43074,0.007591,0.007591,0.007591
75,65970.6,0.95683,0.9308,1.29555,0.74139,0.71773,0.76034,0.50402,1.15315,0.996,1.43173,0.007558,0.007558,0.007558
76,66658.7,0.94361,0.90713,1.28002,0.73025,0.75015,0.7711,0.51063,1.14371,1.0133,1.43828,0.007525,0.007525,0.007525
77,67481.5,0.93093,0.91468,1.27554,0.73589,0.74209,0.76568,0.51067,1.13795,0.99498,1.43534,0.007492,0.007492,0.007492
78,68172.6,0.93386,0.90151,1.27738,0.73599,0.75861,0.79423,0.52551,1.12136,0.95066,1.41155,0.007459,0.007459,0.007459
79,68801.8,0.92383,0.906,1.27389,0.74838,0.74086,0.78342,0.51889,1.14509,0.98577,1.43792,0.007426,0.007426,0.007426
80,69476.3,0.93127,0.91144,1.2769,0.73576,0.72748,0.78037,0.52771,1.09649,0.96502,1.39104,0.007393,0.007393,0.007393
81,70124.7,0.93902,0.90513,1.28272,0.7377,0.73635,0.78699,0.52267,1.12831,0.97095,1.42686,0.00736,0.00736,0.00736
82,70766.5,0.92539,0.88075,1.27546,0.75381,0.72824,0.77651,0.52101,1.13192,0.97353,1.43098,0.007327,0.007327,0.007327
83,71327.6,0.926,0.88785,1.27369,0.77307,0.72047,0.78172,0.52801,1.11089,0.95592,1.42444,0.007294,0.007294,0.007294
84,72074,0.91973,0.88709,1.26621,0.74953,0.75795,0.79457,0.53312,1.10709,0.94462,1.40555,0.007261,0.007261,0.007261
85,72711.3,0.925,0.86864,1.26942,0.76362,0.74727,0.79181,0.53345,1.12442,0.96704,1.41668,0.007228,0.007228,0.007228
86,73426.6,0.93442,0.88461,1.27747,0.80449,0.752,0.8065,0.53665,1.12196,0.95342,1.43392,0.007195,0.007195,0.007195
87,74132.5,0.921,0.88103,1.26572,0.74792,0.72805,0.78152,0.52653,1.12001,0.96034,1.42237,0.007162,0.007162,0.007162
88,74819.7,0.91358,0.86128,1.25178,0.75018,0.75312,0.80384,0.53898,1.10309,0.92761,1.39938,0.007129,0.007129,0.007129
89,75539.7,0.90533,0.8523,1.25679,0.70951,0.76045,0.7917,0.53479,1.10864,0.93551,1.42513,0.007096,0.007096,0.007096
90,76086.6,0.89656,0.85662,1.25388,0.76072,0.75424,0.79855,0.54367,1.10578,0.94088,1.40418,0.007063,0.007063,0.007063
91,76742.4,0.90199,0.84258,1.25039,0.76086,0.74597,0.7875,0.53175,1.11031,0.93486,1.42358,0.00703,0.00703,0.00703
92,77342.3,0.89316,0.83847,1.25063,0.7736,0.76198,0.79921,0.53841,1.1078,0.94238,1.4093,0.006997,0.006997,0.006997
93,78030.1,0.89052,0.8491,1.24542,0.77994,0.74324,0.79757,0.54155,1.09973,0.93337,1.40061,0.006964,0.006964,0.006964
94,78658.2,0.88966,0.81889,1.2392,0.75812,0.75826,0.796,0.53605,1.0884,0.92921,1.40012,0.006931,0.006931,0.006931
95,79253.8,0.88346,0.84432,1.23464,0.74821,0.76118,0.79797,0.53688,1.10814,0.93165,1.43019,0.006898,0.006898,0.006898
96,79819.4,0.86784,0.82297,1.22387,0.75756,0.75167,0.79638,0.53821,1.1263,0.93959,1.44051,0.006865,0.006865,0.006865
97,80525.7,0.88859,0.82087,1.24103,0.74484,0.75841,0.79132,0.53906,1.10815,0.92509,1.40154,0.006832,0.006832,0.006832
98,81174.9,0.87044,0.80378,1.23261,0.76816,0.74227,0.79185,0.53569,1.1196,0.91355,1.4391,0.006799,0.006799,0.006799
99,82048.3,0.88162,0.83234,1.2387,0.77722,0.74372,0.78781,0.52776,1.12685,0.92901,1.43043,0.006766,0.006766,0.006766
100,82734.9,0.86618,0.80368,1.22193,0.74737,0.74047,0.78772,0.53512,1.12437,0.93579,1.41952,0.006733,0.006733,0.006733
101,83439.7,0.86917,0.81094,1.22783,0.75748,0.74445,0.78265,0.53205,1.12655,0.92396,1.42368,0.0067,0.0067,0.0067
102,84096,0.86214,0.80414,1.22143,0.77014,0.73992,0.79491,0.53896,1.112,0.92385,1.4086,0.006667,0.006667,0.006667
103,84659.8,0.86626,0.78899,1.21992,0.74805,0.76005,0.7943,0.53757,1.10565,0.95228,1.40197,0.006634,0.006634,0.006634
104,85153.1,0.85606,0.78562,1.21983,0.74326,0.75115,0.78821,0.53937,1.11587,0.91422,1.41248,0.006601,0.006601,0.006601
105,85811.7,0.84583,0.77415,1.20874,0.75818,0.75549,0.80005,0.54277,1.11225,0.91948,1.40951,0.006568,0.006568,0.006568
106,86453.6,0.85487,0.78151,1.21696,0.76988,0.76003,0.79322,0.54356,1.10068,0.91893,1.41777,0.006535,0.006535,0.006535
107,87278.9,0.85352,0.78384,1.21641,0.79601,0.73777,0.79729,0.53645,1.11452,0.92317,1.4368,0.006502,0.006502,0.006502
108,87996.3,0.84079,0.77312,1.20764,0.74992,0.78201,0.79542,0.5416,1.10609,0.89705,1.42968,0.006469,0.006469,0.006469
109,88685.7,0.85098,0.77621,1.21604,0.75982,0.7502,0.79035,0.54644,1.08346,0.92764,1.39905,0.006436,0.006436,0.006436
110,89358.1,0.84731,0.77569,1.21067,0.73831,0.77639,0.80084,0.54309,1.09898,0.893,1.4132,0.006403,0.006403,0.006403
111,90089.9,0.849,0.774,1.21905,0.75363,0.76664,0.79905,0.54009,1.10258,0.90423,1.42238,0.00637,0.00637,0.00637
112,90680,0.84101,0.7629,1.20782,0.78516,0.72827,0.79961,0.54386,1.09298,0.92253,1.41477,0.006337,0.006337,0.006337
113,91429.8,0.84806,0.76744,1.21332,0.76691,0.75593,0.78903,0.53584,1.11491,0.93309,1.44079,0.006304,0.006304,0.006304
114,92096.2,0.83535,0.75362,1.2017,0.78319,0.7247,0.79147,0.54325,1.09872,0.91722,1.42722,0.006271,0.006271,0.006271
115,92807.3,0.83948,0.77076,1.20607,0.7906,0.75436,0.80263,0.54729,1.08465,0.90576,1.42072,0.006238,0.006238,0.006238
116,93419.7,0.83298,0.7531,1.20527,0.76771,0.75405,0.80186,0.54557,1.09707,0.91027,1.42746,0.006205,0.006205,0.006205
117,94145.3,0.81429,0.72604,1.18649,0.78518,0.75125,0.80278,0.54545,1.094,0.91351,1.42763,0.006172,0.006172,0.006172
118,94825.5,0.82017,0.73037,1.19308,0.76644,0.75438,0.79441,0.5396,1.12583,0.90973,1.44848,0.006139,0.006139,0.006139
119,95512.1,0.82701,0.74655,1.20442,0.80186,0.7396,0.79985,0.54785,1.10359,0.89945,1.43149,0.006106,0.006106,0.006106
120,96221.7,0.82401,0.73815,1.19366,0.79091,0.74397,0.79458,0.54498,1.10434,0.88903,1.42463,0.006073,0.006073,0.006073
121,96895.1,0.81348,0.73643,1.19533,0.78258,0.76342,0.80344,0.5601,1.07496,0.8745,1.4109,0.00604,0.00604,0.00604
122,97478.7,0.81728,0.72736,1.1962,0.77739,0.77015,0.80494,0.548,1.10253,0.89146,1.43373,0.006007,0.006007,0.006007
123,98124.6,0.82379,0.73177,1.19154,0.78017,0.75973,0.80162,0.54498,1.11105,0.89948,1.4424,0.005974,0.005974,0.005974
124,98727.5,0.80774,0.72501,1.18086,0.78109,0.7523,0.79971,0.5486,1.10552,0.89144,1.43973,0.005941,0.005941,0.005941
125,99328.3,0.80302,0.72246,1.18594,0.76792,0.75469,0.79832,0.54569,1.10503,0.90717,1.4321,0.005908,0.005908,0.005908
126,99947.9,0.80684,0.71924,1.18192,0.79018,0.76974,0.81001,0.55652,1.08569,0.88688,1.4107,0.005875,0.005875,0.005875
127,100677,0.7871,0.69849,1.17254,0.7671,0.76677,0.79716,0.54788,1.10228,0.88635,1.43086,0.005842,0.005842,0.005842
128,101263,0.80569,0.70271,1.18219,0.78771,0.75949,0.80337,0.54798,1.10536,0.87872,1.44732,0.005809,0.005809,0.005809
129,101972,0.79848,0.71096,1.17947,0.7953,0.75765,0.8072,0.55243,1.11487,0.88802,1.45461,0.005776,0.005776,0.005776
130,102488,0.79616,0.70136,1.17647,0.80372,0.7468,0.80298,0.54531,1.11204,0.88377,1.45271,0.005743,0.005743,0.005743
131,103167,0.79965,0.70245,1.18346,0.80764,0.75947,0.80594,0.54991,1.11392,0.86136,1.45788,0.00571,0.00571,0.00571
132,103835,0.79218,0.69595,1.17554,0.79451,0.7456,0.79561,0.54264,1.11474,0.88091,1.46741,0.005677,0.005677,0.005677
133,104544,0.79479,0.68515,1.17182,0.79594,0.74678,0.79956,0.55094,1.08563,0.89772,1.42793,0.005644,0.005644,0.005644
134,105096,0.77991,0.67713,1.16818,0.79449,0.75745,0.79934,0.55065,1.09437,0.88622,1.43574,0.005611,0.005611,0.005611
135,105792,0.78455,0.68741,1.16391,0.7763,0.76519,0.79837,0.54522,1.09665,0.89353,1.43912,0.005578,0.005578,0.005578
136,106401,0.77519,0.67255,1.15779,0.79193,0.75061,0.801,0.54853,1.09987,0.89083,1.4432,0.005545,0.005545,0.005545
137,107036,0.76887,0.67789,1.15537,0.79215,0.75026,0.80385,0.55078,1.09931,0.88375,1.43545,0.005512,0.005512,0.005512
138,107642,0.77763,0.68691,1.16501,0.78737,0.76129,0.79766,0.55235,1.09799,0.8826,1.43126,0.005479,0.005479,0.005479
139,108340,0.78183,0.67641,1.15919,0.79543,0.75855,0.80757,0.55749,1.09672,0.86974,1.41697,0.005446,0.005446,0.005446
140,108958,0.78783,0.68306,1.16074,0.78777,0.7642,0.80129,0.55191,1.1041,0.87729,1.44191,0.005413,0.005413,0.005413
141,109615,0.75331,0.65353,1.14179,0.78822,0.76107,0.79886,0.55346,1.09811,0.87328,1.43228,0.00538,0.00538,0.00538
142,110266,0.77433,0.66801,1.16273,0.79424,0.75832,0.7969,0.54851,1.10132,0.88016,1.43394,0.005347,0.005347,0.005347
143,110936,0.76358,0.66595,1.15382,0.7903,0.7522,0.799,0.55047,1.09939,0.88123,1.44172,0.005314,0.005314,0.005314
144,111662,0.75317,0.64368,1.13882,0.78311,0.76742,0.79582,0.54947,1.09123,0.87033,1.4323,0.005281,0.005281,0.005281
145,112375,0.76615,0.66646,1.15267,0.78726,0.75851,0.80114,0.55384,1.07842,0.88632,1.42517,0.005248,0.005248,0.005248
146,112994,0.76559,0.66875,1.15665,0.79226,0.75995,0.80296,0.55319,1.08922,0.90301,1.43421,0.005215,0.005215,0.005215
147,113656,0.7656,0.65872,1.14734,0.79679,0.76205,0.80136,0.55744,1.09572,0.87472,1.44293,0.005182,0.005182,0.005182
148,114218,0.76123,0.65252,1.14815,0.80674,0.76347,0.80559,0.5555,1.10195,0.88199,1.4417,0.005149,0.005149,0.005149
149,114904,0.74945,0.64049,1.13495,0.81177,0.75507,0.79936,0.54975,1.11191,0.885,1.45338,0.005116,0.005116,0.005116
150,115463,0.73595,0.64501,1.13438,0.81187,0.75062,0.80441,0.54889,1.12062,0.89668,1.46368,0.005083,0.005083,0.005083
151,116135,0.74265,0.63271,1.13245,0.79688,0.75973,0.80316,0.55389,1.09688,0.88622,1.45413,0.00505,0.00505,0.00505
152,116699,0.73825,0.63399,1.13667,0.79376,0.75934,0.79921,0.55015,1.10345,0.87485,1.45591,0.005017,0.005017,0.005017
153,117306,0.7503,0.64089,1.14197,0.80407,0.74981,0.80866,0.55567,1.09918,0.8659,1.45891,0.004984,0.004984,0.004984
154,118007,0.75028,0.63946,1.14534,0.78905,0.7455,0.80512,0.55469,1.10311,0.88029,1.45705,0.004951,0.004951,0.004951
155,118811,0.74138,0.63898,1.1396,0.82323,0.73764,0.80355,0.55704,1.10385,0.85901,1.45952,0.004918,0.004918,0.004918
156,119562,0.7319,0.62912,1.13429,0.80227,0.75935,0.80187,0.55477,1.10311,0.8546,1.4593,0.004885,0.004885,0.004885
157,120224,0.73088,0.63332,1.12967,0.79782,0.76018,0.80187,0.55862,1.10154,0.86133,1.45756,0.004852,0.004852,0.004852
158,120951,0.7178,0.60777,1.12284,0.82983,0.73743,0.80712,0.55796,1.10355,0.88246,1.46475,0.004819,0.004819,0.004819
159,121721,0.72672,0.62523,1.12826,0.80867,0.75869,0.80069,0.55824,1.09999,0.86397,1.45829,0.004786,0.004786,0.004786
160,122380,0.72829,0.62458,1.12685,0.79951,0.76039,0.80452,0.56141,1.09619,0.87585,1.4512,0.004753,0.004753,0.004753
161,123100,0.72902,0.61006,1.12397,0.80881,0.75208,0.80528,0.5579,1.09773,0.86916,1.45959,0.00472,0.00472,0.00472
