epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,4564.89,1.69206,2.12974,1.78672,0.31195,0.32064,0.28456,0.13447,2.08373,2.55405,2.05119,0.00132525,0.00132525,0.00132525
24,4799.69,1.65611,2.08594,1.75186,0.42734,0.33332,0.2851,0.13111,2.09729,2.48272,2.19899,0.00132054,0.00132054,0.00132054
25,4995.03,1.66407,2.03862,1.75682,0.41139,0.35983,0.2961,0.16082,2.06921,2.5804,2.062,0.00131582,0.00131582,0.00131582
26,5193.86,1.66058,2.06853,1.77511,0.52922,0.35135,0.3564,0.18889,2.06613,2.43965,2.12034,0.00131111,0.00131111,0.00131111
27,5402.92,1.66815,2.04571,1.75899,0.38033,0.40096,0.2892,0.14046,2.04934,2.36775,2.05987,0.00130639,0.00130639,0.00130639
28,5589.36,1.62991,2.00078,1.71338,0.45071,0.42634,0.40428,0.18975,1.98299,2.12571,2.02603,0.00130168,0.00130168,0.00130168
29,5776.26,1.64269,1.95994,1.72942,0.3852,0.3899,0.31664,0.14048,2.06986,2.43501,2.12984,0.00129696,0.00129696,0.00129696
30,6002.28,1.66059,2.07379,1.74953,0.35558,0.34647,0.25,0.11508,2.1646,2.66272,2.19091,0.00129224,0.00129224,0.00129224
31,6185.15,1.61493,1.97542,1.70796,0.47393,0.3496,0.3355,0.17469,2.05737,2.43168,2.16015,0.00128753,0.00128753,0.00128753
32,6367.8,1.63338,1.94259,1.71254,0.31073,0.37826,0.26663,0.12663,2.06447,2.35253,2.12512,0.00128281,0.00128281,0.00128281
33,6557.01,1.61655,1.93715,1.7101,0.47195,0.39394,0.36971,0.18908,2.03198,2.27467,2.10787,0.0012781,0.0012781,0.0012781
34,6754.06,1.63309,1.92845,1.7202,0.41896,0.41316,0.37772,0.19886,1.96032,2.2928,2.00467,0.00127338,0.00127338,0.00127338
35,6938.41,1.61294,1.92288,1.69733,0.50666,0.40457,0.39904,0.20404,1.92274,2.14295,1.98988,0.00126867,0.00126867,0.00126867
36,7138.43,1.6055,1.90325,1.71108,0.48019,0.39772,0.38653,0.20861,1.91187,2.0959,2.01957,0.00126395,0.00126395,0.00126395
37,7357.67,1.57416,1.85128,1.67661,0.47167,0.41012,0.39568,0.20268,1.97602,2.24864,2.05279,0.00125923,0.00125923,0.00125923
38,7538.15,1.59431,1.90539,1.71109,0.42914,0.41353,0.34165,0.16694,1.9475,2.14695,2.06559,0.00125452,0.00125452,0.00125452
39,7743.17,1.53705,1.82115,1.64866,0.44803,0.40981,0.38233,0.20649,1.9182,2.20057,2.03607,0.0012498,0.0012498,0.0012498
40,7936.31,1.54698,1.83968,1.6523,0.48565,0.35386,0.36715,0.18192,1.98251,2.14251,2.02895,0.00124509,0.00124509,0.00124509
41,8120.03,1.57991,1.81613,1.67892,0.46124,0.30607,0.34563,0.17975,1.97172,2.14268,2.01112,0.00124037,0.00124037,0.00124037
42,8329.96,1.55705,1.81826,1.66556,0.44115,0.38411,0.35827,0.19692,1.96798,2.1801,2.00178,0.00123566,0.00123566,0.00123566
43,8522.31,1.58266,1.80307,1.66297,0.53967,0.38484,0.4037,0.20934,1.98917,2.23305,2.04274,0.00123094,0.00123094,0.00123094
44,8717.81,1.56078,1.76734,1.66115,0.32925,0.39564,0.26797,0.1298,1.97766,2.28822,2.00026,0.00122622,0.00122622,0.00122622
45,8914.58,1.53404,1.7614,1.63459,0.54061,0.41953,0.41555,0.20776,1.99285,2.04759,2.01894,0.00122151,0.00122151,0.00122151
46,9083.35,1.55298,1.74866,1.63035,0.48501,0.42761,0.45298,0.23126,1.90412,2.12193,2.00932,0.00121679,0.00121679,0.00121679
47,9286.75,1.57361,1.78845,1.65122,0.61891,0.36266,0.4381,0.24011,1.9149,2.05931,1.9411,0.00121208,0.00121208,0.00121208
48,9469.34,1.55842,1.75663,1.63281,0.4318,0.43878,0.41605,0.20771,1.96546,2.06908,2.04029,0.00120736,0.00120736,0.00120736
49,9676.57,1.51117,1.69312,1.61857,0.50396,0.49331,0.46126,0.23764,1.90519,2.05665,1.9927,0.00120265,0.00120265,0.00120265
50,9849.73,1.50014,1.72546,1.62507,0.35324,0.35228,0.28452,0.13809,1.96633,2.22388,2.01181,0.00119793,0.00119793,0.00119793
51,10051.6,1.50913,1.6977,1.61837,0.49096,0.4293,0.43009,0.21431,1.95028,1.98496,2.00014,0.00119322,0.00119322,0.00119322
52,10226.5,1.47541,1.66834,1.61192,0.47256,0.41477,0.40371,0.23055,1.89488,2.06255,1.93987,0.0011885,0.0011885,0.0011885
53,10417,1.48823,1.64122,1.6055,0.54159,0.39859,0.39059,0.22207,1.89353,2.06418,1.97456,0.00118378,0.00118378,0.00118378
54,10613.9,1.46982,1.67174,1.61821,0.51187,0.4235,0.37384,0.19971,1.93331,2.29529,1.99064,0.00117907,0.00117907,0.00117907
55,10821.8,1.46671,1.64288,1.58596,0.42383,0.41884,0.33671,0.17448,2.01043,2.18158,2.0635,0.00117435,0.00117435,0.00117435
56,11009.3,1.49643,1.65107,1.6074,0.45997,0.4544,0.41801,0.23922,1.8873,2.06692,1.93462,0.00116964,0.00116964,0.00116964
57,11223.3,1.47975,1.62499,1.59971,0.53914,0.3918,0.37342,0.19681,1.86266,2.1675,1.98026,0.00116492,0.00116492,0.00116492
58,11408,1.46084,1.63243,1.59644,0.52405,0.44758,0.42201,0.24049,1.90477,1.99263,2.00463,0.00116021,0.00116021,0.00116021
59,11616.7,1.47944,1.64106,1.61583,0.56068,0.49673,0.45811,0.24868,1.86314,1.89361,1.90268,0.00115549,0.00115549,0.00115549
60,11803.5,1.4157,1.56265,1.56745,0.67223,0.41989,0.50142,0.27697,1.86611,1.95602,1.96085,0.00115077,0.00115077,0.00115077
61,12033.6,1.44904,1.58186,1.59001,0.4327,0.44445,0.3869,0.21226,1.8941,1.99388,1.97192,0.00114606,0.00114606,0.00114606
62,12236.1,1.44711,1.56609,1.55399,0.50569,0.47024,0.43877,0.24044,1.83186,2.06556,1.92291,0.00114134,0.00114134,0.00114134
63,12421.2,1.42115,1.5556,1.5686,0.64219,0.47987,0.46718,0.26455,1.91022,1.86725,1.99413,0.00113663,0.00113663,0.00113663
64,12600.7,1.44601,1.5435,1.56976,0.56617,0.40122,0.45004,0.24428,1.87332,1.94033,1.96415,0.00113191,0.00113191,0.00113191
65,12853.2,1.45335,1.57337,1.57797,0.58122,0.44949,0.47001,0.23695,1.93848,1.93398,2.00615,0.0011272,0.0011272,0.0011272
66,13079.4,1.42867,1.55231,1.57458,0.58256,0.45,0.44679,0.24624,1.93697,1.9536,2.0296,0.00112248,0.00112248,0.00112248
67,13336.7,1.42936,1.52459,1.55204,0.53908,0.46361,0.45798,0.24374,1.89026,1.88223,1.96852,0.00111776,0.00111776,0.00111776
68,13599.6,1.40495,1.50179,1.54906,0.53313,0.44948,0.42802,0.22836,1.90318,2.0504,1.98039,0.00111305,0.00111305,0.00111305
69,13941.1,1.4482,1.4946,1.56814,0.58603,0.47557,0.45358,0.25523,1.81743,1.8376,1.86146,0.00110833,0.00110833,0.00110833
70,14262.6,1.39369,1.51883,1.53916,0.54478,0.47999,0.45641,0.25782,1.89911,1.9472,1.96759,0.00110362,0.00110362,0.00110362
71,14514.9,1.39661,1.4973,1.54055,0.58664,0.48665,0.46129,0.2585,1.831,1.93195,1.91455,0.0010989,0.0010989,0.0010989
72,14764.8,1.39916,1.47461,1.53693,0.50479,0.46628,0.45699,0.2597,1.9182,1.93129,2.01134,0.00109419,0.00109419,0.00109419
73,15159.2,1.41994,1.47506,1.54792,0.55713,0.46725,0.49293,0.26066,1.89375,1.87717,2.00327,0.00108947,0.00108947,0.00108947
74,15567.4,1.40746,1.47437,1.54223,0.72202,0.41899,0.50397,0.26832,1.87928,1.89439,1.9392,0.00108475,0.00108475,0.00108475
75,16183.5,1.40445,1.46505,1.56255,0.49493,0.41249,0.41266,0.22975,1.93858,2.00811,1.98342,0.00108004,0.00108004,0.00108004
76,16554.5,1.38423,1.44034,1.52067,0.64155,0.44319,0.46328,0.2457,1.87356,1.89609,1.94141,0.00107532,0.00107532,0.00107532
77,17100.3,1.38534,1.4201,1.5175,0.61534,0.48089,0.4949,0.27087,1.85189,1.8845,1.96726,0.00107061,0.00107061,0.00107061
78,17356.3,1.37039,1.44854,1.51306,0.62576,0.4741,0.49938,0.26981,1.90382,1.80409,1.98698,0.00106589,0.00106589,0.00106589
79,17562.2,1.37601,1.37329,1.51546,0.58083,0.42206,0.4539,0.25452,1.93881,1.89402,2.01335,0.00106118,0.00106118,0.00106118
80,17770.9,1.36259,1.3785,1.5163,0.5275,0.48861,0.46256,0.23832,1.97372,1.89627,2.00686,0.00105646,0.00105646,0.00105646
81,17983,1.37639,1.44926,1.52326,0.54722,0.51669,0.46422,0.25539,1.87542,1.88932,1.96524,0.00105174,0.00105174,0.00105174
82,18173.6,1.34155,1.38025,1.5019,0.56589,0.47664,0.4998,0.26966,1.90553,1.85109,1.98275,0.00104703,0.00104703,0.00104703
83,18362.8,1.33391,1.37824,1.50041,0.51391,0.55132,0.49173,0.28082,1.90637,1.89985,1.97478,0.00104231,0.00104231,0.00104231
84,18553.3,1.36689,1.3547,1.5069,0.58135,0.49506,0.50014,0.27096,1.84213,1.81168,1.89045,0.0010376,0.0010376,0.0010376
85,18780.8,1.31341,1.33311,1.4757,0.56127,0.49022,0.48432,0.26079,1.89117,1.8582,1.96914,0.00103288,0.00103288,0.00103288
86,18981.6,1.35623,1.38101,1.49686,0.6481,0.46931,0.48467,0.27225,1.96629,1.79336,2.04893,0.00102817,0.00102817,0.00102817
87,19170.8,1.34869,1.35471,1.48934,0.61617,0.50657,0.49911,0.27195,1.90003,1.75382,1.99192,0.00102345,0.00102345,0.00102345
88,19350.5,1.34471,1.36686,1.50141,0.61592,0.52445,0.51688,0.30491,1.87308,1.80421,1.95811,0.00101873,0.00101873,0.00101873
89,19554.3,1.33318,1.29062,1.47852,0.64106,0.51637,0.5251,0.27709,1.85944,1.7121,1.9203,0.00101402,0.00101402,0.00101402
90,19766,1.33825,1.32514,1.47494,0.69471,0.51588,0.525,0.28975,1.85498,1.79711,1.90909,0.0010093,0.0010093,0.0010093
91,19956.7,1.28266,1.27415,1.46609,0.62401,0.46979,0.47542,0.26567,1.91803,1.82395,1.99452,0.00100459,0.00100459,0.00100459
92,20131.1,1.26139,1.22638,1.44164,0.55842,0.50394,0.48825,0.27722,1.86958,1.83727,1.94491,0.000999871,0.000999871,0.000999871
93,20333.6,1.30819,1.26567,1.45953,0.5713,0.52106,0.50107,0.28843,1.84837,1.76928,1.9597,0.000995156,0.000995156,0.000995156
94,20527.6,1.2838,1.2563,1.44632,0.57471,0.5569,0.51784,0.2957,1.84615,1.76825,1.9591,0.00099044,0.00099044,0.00099044
95,20738.3,1.30418,1.29829,1.47881,0.50544,0.53024,0.49723,0.27703,1.91418,1.81996,1.95597,0.000985724,0.000985724,0.000985724
96,20938.8,1.2851,1.269,1.45611,0.59301,0.5287,0.51996,0.30497,1.92098,1.74229,1.98307,0.000981008,0.000981008,0.000981008
97,21132.9,1.27271,1.22609,1.44798,0.62925,0.51761,0.51369,0.29909,1.84628,1.73199,1.9654,0.000976293,0.000976293,0.000976293
98,21320.3,1.29192,1.27035,1.46486,0.51835,0.54448,0.51342,0.27399,1.87418,1.79512,1.98523,0.000971577,0.000971577,0.000971577
99,21530.9,1.30437,1.26535,1.45549,0.65601,0.51549,0.52385,0.30519,1.86359,1.6891,1.94393,0.000966861,0.000966861,0.000966861
100,21717.9,1.2838,1.24232,1.45267,0.66157,0.49366,0.52879,0.31171,1.91951,1.75549,1.99161,0.000962146,0.000962146,0.000962146
101,21909.7,1.27733,1.21248,1.43696,0.59579,0.46937,0.45421,0.26293,1.95357,1.82564,2.03991,0.00095743,0.00095743,0.00095743
102,22107.2,1.28037,1.22192,1.42905,0.69217,0.51832,0.55986,0.3113,1.91694,1.72467,1.96488,0.000952714,0.000952714,0.000952714
103,22324.2,1.27848,1.24613,1.43757,0.61761,0.52879,0.5098,0.2849,1.93085,1.70564,1.9919,0.000947999,0.000947999,0.000947999
104,22524.2,1.26472,1.24929,1.42939,0.62817,0.46213,0.48351,0.26423,1.89979,1.82249,1.95561,0.000943283,0.000943283,0.000943283
105,22694.3,1.26726,1.21301,1.43773,0.60499,0.47371,0.49746,0.30411,1.89117,1.75322,1.97115,0.000938567,0.000938567,0.000938567
106,22891.3,1.26957,1.19728,1.43537,0.68512,0.4719,0.52219,0.2915,1.89128,1.783,2.01906,0.000933851,0.000933851,0.000933851
107,23092.3,1.29157,1.20698,1.45267,0.58662,0.52828,0.49587,0.2931,1.88806,1.76719,1.99163,0.000929136,0.000929136,0.000929136
108,23291.7,1.23034,1.18485,1.41693,0.60365,0.52082,0.51231,0.29947,1.91778,1.73399,1.96512,0.00092442,0.00092442,0.00092442
109,23490.6,1.24145,1.177,1.41631,0.59574,0.50137,0.50028,0.29525,1.87758,1.72468,1.97644,0.000919704,0.000919704,0.000919704
110,23674.9,1.25391,1.16964,1.42271,0.57475,0.51199,0.48639,0.28037,1.85682,1.77612,1.96215,0.000914989,0.000914989,0.000914989
111,23866.2,1.24591,1.14403,1.40815,0.64142,0.46897,0.51667,0.2951,1.88958,1.81642,1.94068,0.000910273,0.000910273,0.000910273
112,24046.2,1.23281,1.16751,1.40847,0.58774,0.50119,0.48812,0.28758,1.92088,1.63897,1.99396,0.000905557,0.000905557,0.000905557
113,24225.4,1.25534,1.15152,1.42314,0.62781,0.54679,0.54199,0.30979,1.84016,1.67926,1.96687,0.000900842,0.000900842,0.000900842
114,24404.2,1.24662,1.1643,1.40888,0.54589,0.5284,0.48019,0.26799,1.96148,1.76933,2.06831,0.000896126,0.000896126,0.000896126
115,24600.4,1.20442,1.16379,1.40939,0.58255,0.56693,0.53644,0.31454,1.91945,1.69662,1.98482,0.00089141,0.00089141,0.00089141
116,24785,1.20741,1.12226,1.41404,0.64533,0.48816,0.51821,0.30284,1.95241,1.67963,2.03172,0.000886694,0.000886694,0.000886694
117,24983.5,1.25632,1.19764,1.4278,0.59268,0.51845,0.50763,0.30342,1.76753,1.68396,1.91258,0.000881979,0.000881979,0.000881979
118,25171.1,1.23484,1.13875,1.4026,0.67943,0.52907,0.54174,0.31111,1.88091,1.72255,1.98327,0.000877263,0.000877263,0.000877263
119,25363.8,1.21845,1.11791,1.39254,0.66042,0.47648,0.50721,0.28986,1.83122,1.69524,1.93432,0.000872547,0.000872547,0.000872547
120,25565.9,1.20691,1.11696,1.39383,0.67768,0.5573,0.56584,0.31485,1.8751,1.66591,1.96645,0.000867832,0.000867832,0.000867832
121,25775,1.19759,1.10798,1.38383,0.59411,0.52857,0.52636,0.31317,1.92357,1.66873,2.02348,0.000863116,0.000863116,0.000863116
122,25945.8,1.20148,1.10641,1.39143,0.68295,0.50397,0.52981,0.31152,1.84537,1.70324,1.97128,0.0008584,0.0008584,0.0008584
123,26163.7,1.18743,1.07596,1.37624,0.64546,0.55195,0.56017,0.32595,1.85709,1.61695,1.99706,0.000853685,0.000853685,0.000853685
124,26356.8,1.21262,1.1009,1.39996,0.68748,0.55927,0.57757,0.3366,1.86974,1.55254,1.99368,0.000848969,0.000848969,0.000848969
125,26581,1.1546,1.07899,1.36146,0.6684,0.49481,0.53298,0.32128,1.83303,1.63836,1.91817,0.000844253,0.000844253,0.000844253
126,26751.4,1.18141,1.06823,1.38034,0.57152,0.52033,0.52479,0.30101,1.87308,1.76677,1.99981,0.000839537,0.000839537,0.000839537
127,26974.1,1.21645,1.11685,1.39644,0.70397,0.46731,0.54448,0.31785,1.81006,1.58758,1.93991,0.000834822,0.000834822,0.000834822
128,27126.5,1.14406,1.05493,1.3503,0.67779,0.55036,0.55274,0.30928,1.88367,1.64851,1.96606,0.000830106,0.000830106,0.000830106
129,27321.7,1.17556,1.0864,1.37387,0.61225,0.54315,0.5341,0.31806,1.84856,1.68335,1.96547,0.00082539,0.00082539,0.00082539
130,27495.1,1.16275,1.0552,1.36219,0.62994,0.5453,0.56264,0.31846,1.85587,1.66233,1.95856,0.000820675,0.000820675,0.000820675
131,27687.1,1.17027,1.07011,1.35725,0.65638,0.48733,0.52982,0.2962,1.90169,1.69508,2.01968,0.000815959,0.000815959,0.000815959
132,27882.1,1.14976,1.05075,1.36149,0.71918,0.53549,0.56263,0.32281,1.92327,1.55348,2.04205,0.000811243,0.000811243,0.000811243
133,28111.1,1.15095,1.0584,1.36457,0.58408,0.47818,0.47426,0.28525,1.90514,1.68058,2.03337,0.000806528,0.000806528,0.000806528
134,28289.8,1.18522,1.07479,1.3858,0.59857,0.51208,0.53365,0.31224,1.92622,1.6675,2.04101,0.000801812,0.000801812,0.000801812
135,28485.3,1.15285,1.06032,1.35446,0.69331,0.53549,0.55523,0.33104,1.86367,1.5987,1.95901,0.000797096,0.000797096,0.000797096
136,28681.7,1.1714,1.03438,1.38083,0.67795,0.53062,0.54451,0.31789,1.93508,1.7382,2.03131,0.00079238,0.00079238,0.00079238
137,28879.3,1.17096,1.02909,1.351,0.59638,0.55646,0.55586,0.32079,1.94606,1.64611,2.04194,0.000787665,0.000787665,0.000787665
138,29058.1,1.14453,1.01921,1.34188,0.65363,0.50507,0.51972,0.31549,1.85534,1.58715,1.95298,0.000782949,0.000782949,0.000782949
139,29251.2,1.11523,1.01166,1.32589,0.70035,0.51404,0.55475,0.33683,1.90655,1.60965,2.01832,0.000778233,0.000778233,0.000778233
140,29436.9,1.14085,1.02921,1.33426,0.61916,0.55555,0.57155,0.32663,1.89502,1.59582,2.03834,0.000773518,0.000773518,0.000773518
141,29624.7,1.12463,1.00416,1.34717,0.69604,0.49033,0.5344,0.32093,1.88775,1.69411,1.99051,0.000768802,0.000768802,0.000768802
142,29812.8,1.13949,1.01835,1.35499,0.60585,0.5598,0.58116,0.32462,1.88024,1.58318,2.0364,0.000764086,0.000764086,0.000764086
143,29995.9,1.12182,0.99564,1.33543,0.60399,0.53724,0.52964,0.3256,1.8721,1.63769,2.03104,0.000759371,0.000759371,0.000759371
144,30182.9,1.08433,0.96276,1.32088,0.66104,0.53713,0.55988,0.31566,1.9088,1.60088,2.03658,0.000754655,0.000754655,0.000754655
145,30375.3,1.13142,1.0086,1.342,0.63655,0.53083,0.53538,0.31918,1.84234,1.61542,1.99081,0.000749939,0.000749939,0.000749939
146,30559.4,1.10565,0.96193,1.32867,0.64344,0.54467,0.54164,0.32465,1.90344,1.63693,2.016,0.000745223,0.000745223,0.000745223
147,30739.2,1.09548,0.99104,1.3269,0.7003,0.52273,0.56204,0.33353,1.91324,1.5754,2.05559,0.000740508,0.000740508,0.000740508
148,30926,1.11765,1.00613,1.33638,0.59871,0.53887,0.52653,0.30409,1.88449,1.6164,2.03363,0.000735792,0.000735792,0.000735792
149,31130.2,1.09162,0.96077,1.31769,0.64175,0.57955,0.55363,0.32051,1.90632,1.59002,2.03192,0.000731076,0.000731076,0.000731076
150,31293.6,1.09926,0.9768,1.31809,0.64407,0.52017,0.52326,0.31178,1.88308,1.64753,2.02649,0.000726361,0.000726361,0.000726361
151,31498.8,1.09552,0.9413,1.31376,0.67547,0.55426,0.56366,0.34485,1.84198,1.57447,2.01105,0.000721645,0.000721645,0.000721645
152,31688.1,1.11772,0.9891,1.33562,0.70449,0.48692,0.54494,0.32776,1.85684,1.61605,2.01479,0.000716929,0.000716929,0.000716929
153,31875.8,1.10306,0.96175,1.31582,0.62141,0.47944,0.5257,0.31348,1.91505,1.61175,2.0458,0.000712214,0.000712214,0.000712214
154,32066.6,1.09071,0.96615,1.3183,0.67823,0.53549,0.55499,0.33665,1.8908,1.62235,1.99666,0.000707498,0.000707498,0.000707498
155,32257.5,1.0916,0.96759,1.31,0.63963,0.52867,0.57066,0.32717,1.87473,1.58681,2.05706,0.000702782,0.000702782,0.000702782
156,32417.1,1.10975,0.96091,1.3285,0.66077,0.55011,0.57406,0.33342,1.90283,1.57329,2.08633,0.000698066,0.000698066,0.000698066
157,32599.3,1.11786,0.97959,1.34827,0.69646,0.50991,0.55501,0.32845,1.83273,1.60866,1.98466,0.000693351,0.000693351,0.000693351
158,32785.3,1.07305,0.93209,1.30446,0.68011,0.52119,0.5657,0.32972,1.8859,1.54635,2.00688,0.000688635,0.000688635,0.000688635
159,32968.4,1.09429,0.95457,1.30477,0.61237,0.55178,0.56444,0.34664,1.82935,1.51086,1.98126,0.000683919,0.000683919,0.000683919
160,33165.3,1.07332,0.92154,1.29487,0.69739,0.51702,0.56422,0.33554,1.86829,1.59318,2.01628,0.000679204,0.000679204,0.000679204
161,33366.6,1.06473,0.91149,1.31139,0.67666,0.54211,0.55985,0.34266,1.91451,1.64715,2.05756,0.000674488,0.000674488,0.000674488
162,33549.9,1.06679,0.9139,1.29392,0.66312,0.52423,0.55344,0.32425,1.88503,1.65633,2.00458,0.000669772,0.000669772,0.000669772
163,33734,1.06045,0.93289,1.30693,0.63059,0.57434,0.55382,0.33517,1.89253,1.61918,2.01955,0.000665057,0.000665057,0.000665057
164,33915,1.08823,0.96179,1.31356,0.67854,0.49461,0.55607,0.32771,1.98339,1.60542,2.10724,0.000660341,0.000660341,0.000660341
165,34098.6,1.08208,0.93549,1.29791,0.69444,0.5101,0.55796,0.32338,1.90864,1.61893,2.01146,0.000655625,0.000655625,0.000655625
166,34315.3,1.0424,0.89786,1.2725,0.70852,0.53742,0.56694,0.33259,1.8758,1.64028,2.06217,0.000650909,0.000650909,0.000650909
167,34525.9,1.05435,0.8985,1.3038,0.69997,0.53409,0.57817,0.33123,1.90212,1.56986,2.0649,0.000646194,0.000646194,0.000646194
168,34716.3,1.07909,0.91683,1.30127,0.6771,0.55147,0.58798,0.33592,1.88219,1.61723,2.02084,0.000641478,0.000641478,0.000641478
169,34923,1.05837,0.90429,1.29859,0.6245,0.53896,0.57843,0.32626,1.92436,1.57148,2.02573,0.000636762,0.000636762,0.000636762
170,35112.7,1.01835,0.88242,1.26795,0.66123,0.52143,0.57021,0.33262,1.92224,1.59841,2.06335,0.000632047,0.000632047,0.000632047
171,35332.9,1.02599,0.88352,1.27801,0.6508,0.52552,0.55591,0.33071,1.92017,1.622,2.04208,0.000627331,0.000627331,0.000627331
172,35537,1.03597,0.85534,1.26723,0.65354,0.5488,0.56044,0.33582,1.87392,1.63253,2.03239,0.000622615,0.000622615,0.000622615
173,35724.6,1.01853,0.86777,1.26626,0.64503,0.5503,0.56681,0.33531,1.90339,1.64435,2.05624,0.0006179,0.0006179,0.0006179
174,35921,1.01888,0.87,1.26074,0.67315,0.58198,0.58234,0.34287,1.89137,1.55463,2.04269,0.000613184,0.000613184,0.000613184
175,36129.1,1.02202,0.84987,1.26832,0.6537,0.5278,0.56673,0.34173,1.86947,1.61093,2.02688,0.000608468,0.000608468,0.000608468
176,36304.9,1.0623,0.88485,1.28604,0.64838,0.54382,0.56469,0.33241,1.91423,1.63257,2.06239,0.000603752,0.000603752,0.000603752
177,36501.4,1.00606,0.86659,1.25494,0.6668,0.58023,0.58289,0.34287,1.93139,1.58594,2.08684,0.000599037,0.000599037,0.000599037
178,36683.6,0.99926,0.86134,1.25668,0.66415,0.54703,0.5639,0.34254,1.89106,1.53859,2.05168,0.000594321,0.000594321,0.000594321
179,36881.9,1.00925,0.85435,1.26585,0.65932,0.49692,0.54394,0.32216,1.91698,1.58354,2.05541,0.000589605,0.000589605,0.000589605
180,37052.1,1.03533,0.87165,1.279,0.73034,0.524,0.57108,0.33765,1.91657,1.54086,2.08463,0.00058489,0.00058489,0.00058489
181,37238.4,1.03138,0.86882,1.26316,0.63785,0.51876,0.56026,0.33785,1.86573,1.56102,2.01189,0.000580174,0.000580174,0.000580174
182,37425.3,1.00206,0.86842,1.24871,0.7267,0.51566,0.5873,0.35366,1.89034,1.58846,2.06083,0.000575458,0.000575458,0.000575458
183,37609.4,1.01617,0.85246,1.26916,0.70878,0.55423,0.59498,0.35669,1.87482,1.55755,2.03783,0.000570743,0.000570743,0.000570743
184,37794.4,0.96609,0.80793,1.23092,0.65533,0.5189,0.53943,0.32768,1.92048,1.58958,2.08498,0.000566027,0.000566027,0.000566027
